iter	Logloss
0	0.3493938318
1	0.1730948558
2	0.09428791355
3	0.05476322131
4	0.02922854631
5	0.01805076958
6	0.01365136943
7	0.00936347236
8	0.00689823289
9	0.005176112775
10	0.004266305496
11	0.00376884515
12	0.003205209031
13	0.002816215375
14	0.002600455754
15	0.002478092494
16	0.002368307921
17	0.00229062847
18	0.00218946079
19	0.002091056735
20	0.00204860321
21	0.002004049897
22	0.001959802105
23	0.001920366426
24	0.00187309391
25	0.001828191461
26	0.001805672348
27	0.001784556847
28	0.001764387707
29	0.001750023322
30	0.001740492135
31	0.001728844242
32	0.001722603501
33	0.001718304822
34	0.001693061802
35	0.001681929195
36	0.001666844633
37	0.001655442111
38	0.001649934106
39	0.001638502328
40	0.001634290625
41	0.001631617069
42	0.001620215948
43	0.001615026177
44	0.001609614144
45	0.001605811616
46	0.001589995551
47	0.001578760131
48	0.001567870498
49	0.001563244123
50	0.001557026736
51	0.001547018411
52	0.001540859783
53	0.001537857905
54	0.001527823823
55	0.001523586063
56	0.001520726994
57	0.00151843953
58	0.001498145529
59	0.00147838966
60	0.001469468214
61	0.001463654064
62	0.001454758891
63	0.001450068376
64	0.001445961103
65	0.00144415635
66	0.001440561677
67	0.001438242723
68	0.001437022223
69	0.001428134
70	0.001423968104
71	0.001422283656
72	0.001421434801
73	0.001412306092
74	0.001411280647
75	0.001395924294
76	0.001391806221
77	0.001373435284
78	0.001364506791
79	0.001362913968
80	0.001351138032
81	0.001340017921
82	0.001338533111
83	0.001334578342
84	0.001325998569
85	0.001317881058
86	0.001316231591
87	0.00130124101
88	0.001299963204
89	0.001294110755
90	0.001284632298
91	0.001281795406
92	0.001280219479
93	0.001274944998
94	0.001273592489
95	0.001267939617
96	0.001265704252
97	0.001259880306
98	0.001254322032
99	0.001249686556
100	0.001246461202
101	0.001235234718
102	0.001232076933
103	0.001228903316
104	0.001222624991
105	0.001218857429
106	0.001213052688
107	0.001201570565
108	0.001200463697
109	0.001194888508
110	0.001189147684
111	0.001185983287
112	0.001182871043
113	0.001176785362
114	0.001172581565
115	0.001168777694
116	0.001167462931
117	0.001164865171
118	0.001160737726
119	0.001158143605
120	0.001154111715
121	0.001153361959
122	0.001150087029
123	0.001147979289
124	0.001144354405
125	0.001141549798
126	0.001137605583
127	0.001135826299
128	0.001133837852
129	0.001129351721
130	0.001125881196
131	0.001123113349
132	0.001121697338
133	0.001120136989
134	0.001113987981
135	0.001107502588
136	0.001104749295
137	0.001101452226
138	0.001099721444
139	0.001097872681
140	0.001096530974
141	0.001095436481
142	0.00109132818
143	0.00108792522
144	0.001087658591
145	0.001087018576
